Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
39014.0,1.2196,0.1799,-0.4522,0.1073,0.6764,0.2342,0.324,-0.0263,-0.518,0.0288,0.8315,1.1783,1.0833,0.4548,0.2967,0.2303,-0.6991,-0.5648,0.463,0.0382,-0.3513,-1.0676,-0.0194,-1.1338,0.3592,0.2167,-0.0525,-0.0085,37.9,0
39014.0,1.37,-0.7805,0.6554,-0.9264,-1.089,0.0578,-1.1496,0.1467,-0.5614,0.7817,0.5957,-0.3597,0.1074,-0.246,0.5042,1.9297,-0.4791,-0.0546,0.8223,0.1314,0.3819,0.9911,-0.223,-0.4606,0.4944,-0.0155,0.0291,0.0084,22.0,0
39016.0,-0.2745,1.1529,0.1302,-0.0611,0.2895,-0.6661,0.605,0.1991,-0.7399,-0.6003,-1.281,0.1484,0.8103,0.4431,0.4683,0.2671,-0.4836,-0.0878,0.2674,-0.1122,0.0433,0.0224,-0.1174,-0.4143,-0.0685,0.311,-0.1236,-0.0412,15.98,0
39039.0,1.0335,-0.8549,0.6432,0.6259,-1.1586,-0.1294,-0.5023,-0.0904,-0.5361,0.6083,-1.1324,0.2582,1.0296,-0.3842,0.2827,-1.3572,-0.2266,1.4872,-1.0309,-0.1854,-0.1684,-0.1463,-0.2359,0.0431,0.5409,-0.2186,0.0537,0.058,158.0,0
39043.0,0.4436,-1.3744,0.3304,0.3719,-0.9487,0.2002,0.022,0.0601,0.238,-0.3082,1.5111,1.4565,0.6575,0.0366,-0.0018,0.0546,-0.1345,-0.4006,-0.0709,0.7079,0.2415,0.0127,-0.3153,0.145,0.0476,0.9839,-0.1115,0.0613,380.0,0
39043.0,1.0661,-0.1611,1.1183,0.6207,-0.932,-0.3469,-0.4509,0.0446,0.3812,-0.1846,0.2737,0.693,0.6926,-0.0805,1.5738,0.2499,-0.2063,-0.6134,-0.873,0.0097,0.0796,0.2032,0.0849,0.4545,0.0374,0.394,0.0052,0.0357,52.15,0
39044.0,1.2756,0.1566,0.1272,0.3774,0.0871,-0.0503,-0.0544,0.0042,0.1455,-0.0996,-0.797,0.0137,0.1336,0.2788,1.3789,0.2693,-0.4318,-0.6799,-0.1593,-0.1172,-0.2884,-0.8098,0.0659,-0.7802,0.246,0.1773,-0.0157,0.0065,1.98,0
39047.0,-1.1684,0.2335,1.1101,-3.8899,-0.947,-1.2472,-0.1088,0.2915,-0.0384,-1.175,-1.0959,0.2918,0.712,-0.0719,0.5292,-1.0584,-0.6313,1.6323,-1.6832,-0.5613,-0.1371,0.0391,-0.2383,0.0437,0.303,-0.1999,0.0754,0.0922,15.21,0
39053.0,-1.5845,-1.1175,0.6833,-1.2207,-2.2709,-0.075,1.4095,0.3803,1.4419,-2.4058,-1.3119,0.3519,-0.9083,0.0162,-0.4585,-0.4738,0.0843,0.2632,0.1595,0.7577,0.3238,0.1591,1.1767,0.3204,-0.3446,-1.0298,-0.0372,0.144,496.91,0
39055.0,-1.0122,0.7547,1.3551,-0.0002,0.1207,1.5693,0.9323,0.0954,0.3838,-0.0257,0.614,0.6031,-0.1122,-0.4767,0.7191,-1.8211,1.2031,-2.6885,-1.337,-0.1903,-0.1031,0.263,0.0114,-0.601,-0.3618,0.2767,-0.3035,-0.1762,114.32,0
39056.0,1.2574,1.1597,-2.1651,1.1631,1.7359,-0.2604,0.5605,-0.0089,-0.6034,-1.4209,1.5097,-0.2035,-0.0945,-3.2172,0.7317,1.3404,2.2459,1.8343,-0.3935,-0.0189,-0.2216,-0.5362,-0.3584,-1.6693,0.9331,-0.1973,0.0503,0.0694,1.0,0
39062.0,-1.4097,0.2174,1.8204,-1.8076,-1.0872,-0.1182,-0.7716,0.5958,-1.1863,0.1399,1.3903,-0.0216,-0.0473,-0.1111,0.0248,1.5859,0.065,-0.7489,-0.4449,-0.1761,0.6283,1.4456,-0.2316,0.2563,-0.0838,-0.2361,-0.3988,0.0399,19.95,0
39064.0,1.2786,0.1026,0.5121,0.0039,-0.7235,-1.3341,0.03,-0.2966,0.1281,-0.2099,0.1885,0.6745,0.7126,0.1223,1.038,0.1286,-0.2226,-0.6875,-0.0565,-0.04,-0.0815,-0.1825,0.079,0.79,0.2198,0.9384,-0.0787,0.0081,1.38,0
39076.0,1.1177,-1.5447,-0.1454,-1.3075,-1.3928,-0.6308,-0.5637,-0.0387,-2.1739,1.5614,1.3751,-1.0614,-1.7538,0.6356,0.0782,-0.6953,0.8769,-0.2997,-0.1536,-0.155,-0.3342,-1.1082,0.0705,0.1155,0.0787,-0.4608,-0.0291,0.029,183.19,0
39084.0,-0.3697,0.3848,2.499,1.3888,0.1969,1.4282,0.2934,0.0412,0.6458,0.1101,0.4173,1.0953,-0.1867,-1.0692,-2.0248,-1.5292,0.5484,-0.5311,1.7243,0.1218,-0.3584,-0.2546,-0.1398,-0.2879,-0.4339,-0.5049,-0.2271,-0.2929,13.9,0
39087.0,1.1519,-0.6295,0.4488,0.218,-0.7407,0.2331,-0.6021,0.0395,-1.0453,0.8959,0.4162,0.6895,1.2063,-0.0063,0.3837,-0.6997,-0.9261,2.2741,-0.7818,-0.2568,-0.1395,-0.0812,-0.2249,-0.5079,0.5155,-0.2443,0.0521,0.035,100.0,0
39088.0,-4.5952,2.2299,-1.2172,0.1712,-1.6589,0.9378,-1.3763,2.8492,0.1456,-0.1799,-0.2771,1.3693,-0.187,1.3219,0.6439,-1.1275,2.2331,-2.4432,-1.4534,-0.1974,-0.0594,0.0383,0.099,-0.5931,-0.0658,0.336,-0.0403,-0.2098,60.95,0
39098.0,-2.104,2.9497,0.0753,0.2141,0.3539,-1.4488,2.0289,-1.3334,2.3945,5.0313,0.838,0.1617,0.5308,-1.6419,0.8915,-1.4927,-0.6862,-0.7356,-0.1343,1.9474,-0.5175,0.7441,-0.0358,0.908,-0.3809,-0.6531,-0.129,-1.2313,0.89,0
39106.0,1.152,-0.0326,1.2822,1.342,-0.9791,-0.1967,-0.5593,0.0912,0.8915,-0.2021,-0.7942,0.4818,0.0369,-0.3603,0.1785,0.0794,-0.25,-0.061,-0.2097,-0.1324,-0.0624,0.0256,-0.0054,0.3906,0.4155,-0.409,0.0724,0.0384,9.99,0
39111.0,-0.4056,0.4825,2.1353,1.561,-0.0236,1.0801,-0.0679,0.4028,0.5952,-0.5808,-1.6672,0.4038,-0.2728,-0.7691,-1.354,-1.491,0.9686,-0.8756,1.4887,-0.0014,-0.329,-0.4726,-0.0609,-0.4264,-0.3242,-0.4062,0.2348,0.1513,6.63,0
39120.0,1.1136,-1.0031,-0.1027,-0.3762,-0.9841,-0.5918,-0.2332,-0.106,-0.5872,0.5644,-0.7737,-0.7504,-1.3657,0.3799,0.3905,-2.0025,0.684,0.3574,-0.8529,-0.3691,-0.3614,-0.763,-0.0703,0.086,0.2619,1.1132,-0.0864,0.0136,134.98,0
39123.0,-0.4189,0.9467,1.135,-0.1677,0.3854,-0.0343,0.4551,0.2795,-0.5168,-0.3612,1.2826,0.1763,-0.7031,-0.069,0.555,0.4179,-0.0385,0.1103,-0.0307,0.0586,-0.2135,-0.5875,-0.0261,-0.3807,-0.2452,0.1071,0.2522,0.0801,2.69,0
39124.0,1.2192,-0.7963,-0.6915,-1.7151,1.2771,3.6376,-1.1076,0.995,1.9364,-1.155,-0.4787,0.8227,-0.1418,-0.2553,0.4249,-0.5777,-0.2799,0.2741,1.2873,0.053,-0.1994,-0.4204,-0.0893,1.0227,0.7015,-0.7175,0.0954,0.0321,36.0,0
39129.0,-1.5113,-0.724,2.2759,-1.4682,0.3575,-0.0889,0.7671,-0.0952,0.6166,-1.4492,-1.5523,0.6435,1.2642,-1.2528,-1.4966,0.5322,-0.9352,-0.5011,-0.7598,0.5273,-0.1282,-0.5074,0.1104,-0.3905,0.5094,0.7139,-0.2858,-0.1579,175.42,0
39132.0,-0.3133,0.644,2.0733,0.0189,-0.1449,-0.4161,0.5349,-0.092,-0.0132,-0.3059,-0.1292,-0.5893,-1.1117,0.0817,1.2746,-0.1377,-0.1096,-0.3861,-0.6066,-0.0871,0.1049,0.4753,-0.09,0.3979,-0.5884,0.2462,-0.0422,-0.0825,1.93,0
39139.0,-1.1912,-0.5856,1.0648,-2.7259,-0.4449,1.0385,-0.933,0.9196,-2.0915,0.5806,-0.9336,-1.0429,-0.442,-0.2563,-1.3097,-0.0039,0.271,0.4243,0.2275,-0.1577,-0.471,-1.159,-0.1479,-1.802,0.4142,-0.3719,0.1839,-0.0124,52.5,0
39139.0,-0.1308,0.816,0.6311,-0.6718,0.0721,-0.5709,1.0926,-0.2006,-0.783,-0.2562,1.2017,0.9172,0.6085,0.3154,-0.1597,0.3186,-0.651,-0.3283,0.7614,-0.0024,-0.2936,-0.9549,0.1676,0.0144,-0.6654,0.5032,-0.157,-0.0059,66.77,0
39140.0,1.319,-1.1575,0.0837,-1.4808,-1.2089,-0.6292,-0.6165,-0.1804,-2.3711,1.5402,1.132,0.0005,0.8209,-0.0122,-0.209,-0.1434,0.1706,-0.0046,0.4056,-0.0881,-0.5526,-1.5299,0.1473,-0.0686,0.078,-0.6504,-0.0027,0.0291,111.87,0
39144.0,0.5675,-0.2672,0.0975,2.5406,0.4302,1.2023,0.3295,0.3345,-0.9045,0.432,0.6199,0.1064,-0.6354,0.7145,1.4471,-0.8447,0.8334,-2.3826,-2.6577,0.1169,0.2231,0.2286,-0.0758,-0.6385,0.1498,0.0925,-0.0019,0.0424,228.84,0
39149.0,1.1627,-0.3869,-1.2995,-0.2774,1.9941,3.4986,-0.4136,0.8065,0.2648,-0.1455,-0.4669,0.2301,-0.1848,0.1601,-0.0836,-0.0501,-0.4212,-0.2295,0.5665,0.1378,-0.1698,-0.6046,-0.1545,1.0533,0.7146,0.3758,-0.0417,0.0134,77.0,0
39150.0,-0.3619,1.0696,0.1294,-0.163,0.3159,-0.2911,0.6327,0.3053,-1.095,-0.4717,0.5223,1.1292,1.2837,0.5326,-0.2921,0.4398,-0.7641,0.3465,0.5423,-0.0072,0.118,0.1806,-0.072,-0.4442,-0.0704,0.2901,-0.1331,-0.0482,42.81,0
39153.0,0.0163,-0.6599,-0.2836,-2.4858,1.3178,3.6114,-0.5151,0.9092,-0.8709,0.1491,-0.6817,-0.3996,0.262,-0.2628,0.2629,-1.1387,-0.3663,1.4802,-0.0605,-0.1315,-0.3182,-0.6305,0.2919,1.0375,-0.7472,1.1832,0.0233,0.0852,89.9,0
39156.0,-0.6319,1.0331,1.5349,-0.2157,0.2394,-0.0991,0.5401,0.1505,-0.6799,-0.0918,1.6293,1.0454,0.5334,0.2115,0.3417,0.0614,-0.4074,-0.3868,-0.054,0.1002,-0.1241,-0.3192,0.0049,0.0142,-0.2851,0.069,0.1444,0.1096,0.89,0
39158.0,1.0969,-0.2095,0.7061,0.7478,-0.6691,-0.0061,-0.3952,0.2754,0.5237,-0.0378,1.1461,0.3794,-1.9582,0.4805,-0.4035,-0.2554,0.2018,-0.5222,0.0837,-0.2346,-0.2191,-0.582,0.13,0.205,0.1419,0.1847,-0.0165,0.004,19.16,0
39160.0,-0.9232,-0.4454,1.4229,-1.4092,0.4985,0.7464,1.0848,-0.3917,-0.8272,0.2915,-1.7583,-0.5931,1.0819,-0.8916,0.1725,-0.5279,-1.5225,1.4108,-2.7835,-0.4962,-0.2992,-0.0189,0.0207,-1.3814,-0.0112,-0.6127,-0.2196,-0.3306,160.0,0
39161.0,-1.4011,0.371,2.0367,0.9241,-1.0547,1.563,0.2199,0.9543,-0.5756,-0.865,1.2429,0.8886,-0.086,0.317,0.6466,-0.3319,0.3699,0.0615,0.0387,0.3499,0.3242,0.5786,0.3229,-0.3035,0.1473,-0.2289,-0.0433,0.029,220.5,0
39161.0,-0.392,1.0387,1.2991,-0.0472,0.0373,-0.6597,0.5982,0.0955,-0.595,-0.335,1.4158,0.3912,-0.3723,-0.1514,0.2385,0.5997,-0.2202,0.4092,0.2009,0.1093,-0.2141,-0.6108,-0.0115,0.2664,-0.2022,0.0558,0.2375,0.0876,7.99,0
39174.0,1.1926,-1.6303,0.6194,-1.2443,-1.8829,-0.3148,-1.2194,0.0194,-1.4601,1.35,-0.47,-1.3612,-0.431,-0.2354,1.221,-0.3755,0.7132,0.0122,-0.835,-0.1406,0.0373,0.1998,-0.0792,0.0394,0.1836,-0.0842,0.0361,0.0452,148.0,0
39201.0,1.1774,-0.1438,1.063,1.3647,-0.8714,0.0709,-0.6715,0.2168,1.1024,-0.0993,-1.52,-0.5498,-1.4657,-0.0762,0.3494,0.3395,-0.3526,0.2868,-0.0681,-0.2162,-0.1126,-0.2037,-0.047,-0.1616,0.4197,-0.3568,0.0596,0.0303,12.0,0
39202.0,-0.3943,1.0819,0.6534,0.3945,0.9589,0.4518,0.7833,-0.0246,0.1059,0.5023,-1.6695,-1.3259,-1.1904,0.2555,1.5739,-0.2557,-0.4527,0.237,0.5535,0.2418,-0.0582,0.2349,-0.3313,-1.3546,-0.1057,-0.2196,0.373,0.0391,6.67,0
39210.0,0.8803,-1.4166,0.5072,-0.5651,-1.1225,0.593,-0.8408,0.2987,-0.5789,0.5339,1.5589,0.1612,-0.4253,-0.1146,0.0174,0.6036,0.7764,-1.6667,0.145,0.37,0.384,0.7328,-0.187,-0.2399,0.2443,-0.1186,0.0174,0.0345,202.26,0
39215.0,1.2087,-0.2243,0.3189,-0.3178,-0.6305,-0.5654,-0.306,0.0966,0.1828,0.0019,1.608,0.1857,-1.5481,0.7513,0.7823,0.1674,-0.0705,-0.3132,-0.0623,-0.1746,0.0779,0.1806,0.0296,0.2839,0.1176,1.456,-0.1108,-0.0195,4.99,0
39223.0,-1.1563,0.0408,1.2107,-1.4958,-0.5645,-0.5745,-0.3452,0.5932,-0.9029,-0.2495,-0.9313,-0.8837,-1.0248,-0.0784,-0.8035,0.6016,0.934,-1.9554,-0.0013,0.0869,0.1166,0.1843,-0.0838,0.0716,0.1084,-0.36,0.2187,0.0456,22.9,0
39224.0,1.2416,-0.0062,-0.0412,0.7607,0.221,0.5979,-0.3084,0.1977,0.1983,0.2401,-0.4748,-0.2818,-0.719,0.4838,0.671,1.0925,-1.3881,1.368,0.329,-0.0787,0.1105,0.2431,-0.3614,-1.4014,0.7762,-0.1316,0.0173,0.0022,30.84,0
39225.0,-0.764,0.9816,2.0255,-0.6351,0.1725,-0.6,0.7991,0.0457,-0.8699,-0.6785,1.2305,0.6193,-0.1033,0.3256,-0.2298,0.6569,-0.8782,0.0698,-0.32,-0.0836,-0.1576,-0.608,-0.2011,0.309,0.1874,-0.0069,-0.0172,0.0498,1.98,0
39233.0,0.6814,-1.9103,0.144,-0.6375,-1.4025,0.0792,-0.5774,0.0701,-0.5911,0.6238,0.5185,-0.7186,-0.7035,0.0874,0.5106,1.9519,-0.3575,-0.2216,0.8995,0.8026,0.3316,-0.0516,-0.3841,-0.5049,0.1745,-0.2997,-0.0515,0.0706,380.5,0
39235.0,1.1875,0.0137,0.8178,0.9412,-0.6725,-0.156,-0.5246,0.2324,0.3973,0.1838,0.6969,-0.185,-1.7937,0.6624,0.8248,0.8733,-0.8787,0.8826,-0.0649,-0.2353,-0.0535,-0.2518,0.0322,-0.0742,0.2726,-0.502,0.0335,0.0188,0.0,0
39235.0,1.2211,0.6734,-0.3173,1.1035,0.3264,-0.6548,0.2526,-0.1328,-0.4685,-0.409,1.6049,1.0654,0.9444,-1.0334,0.2685,0.7361,0.2142,0.9276,-0.1704,-0.021,-0.0081,0.0614,-0.1836,-0.0744,0.7389,-0.328,0.0337,0.039,1.0,0
39236.0,-1.0383,-0.5463,1.8839,-2.3342,-0.9273,-0.3458,0.4332,0.2007,1.5039,-2.0478,-0.6698,-0.2331,-1.4287,-0.0613,1.0377,-0.4236,-0.0191,0.0587,-0.3668,0.1678,0.3133,0.7123,0.1125,0.0795,0.1468,-0.0182,0.0463,0.1091,162.0,0
39238.0,-1.0991,1.0567,1.7886,0.6753,-0.7727,0.1591,-0.05,0.7856,-0.5013,-0.2762,0.4846,-0.441,-1.769,0.8968,1.0269,0.617,-0.4107,1.1964,0.7766,0.1012,0.0302,-0.1528,-0.0727,-0.0782,0.2049,-0.3507,0.1908,0.0781,57.71,0
39239.0,-1.0156,-0.5548,2.0524,-0.6975,-0.8598,-0.1855,0.3263,0.2727,0.5262,-1.0089,0.6631,0.6102,-1.0512,-0.2837,-1.6211,0.2372,-0.2708,0.0621,0.0655,0.2706,0.0646,-0.0747,0.4499,0.5534,-0.6226,0.6876,0.0067,0.152,169.28,0
39240.0,0.9056,-1.1158,1.2062,0.5344,-1.3275,0.8725,-1.0512,0.4216,1.8768,-0.5845,-1.5662,0.063,-1.0259,-0.7876,-0.6255,-0.3482,0.4905,-0.6012,0.2719,0.0907,-0.0391,0.0075,-0.1527,-0.3383,0.1435,1.1526,-0.0166,0.0298,137.82,0
39241.0,0.8765,-0.2692,-0.4272,1.0282,0.3221,0.2765,0.4009,0.0292,-0.3729,0.1309,0.7295,0.5064,-0.3079,0.7556,0.4095,0.1451,-0.6204,0.0816,-0.1487,0.1986,0.0995,-0.0963,-0.3312,-0.814,0.6512,-0.2964,-0.0226,0.0254,184.0,0
39242.0,-1.5972,0.7669,1.5164,0.5369,-0.1138,-0.0842,-0.0353,0.7376,0.3311,-1.5721,-1.0784,-0.6864,-2.0381,-0.9435,-0.5947,0.0195,1.2203,0.0999,-0.987,-0.3329,0.0231,-0.0084,-0.3052,-0.0383,0.5745,-0.3372,-0.1639,0.0131,28.0,0
39252.0,-0.2077,-0.0654,-0.2716,-1.6819,1.9252,3.5324,-0.127,0.7766,-1.7323,0.4189,-0.5791,-0.5818,0.1586,0.1311,0.4913,-1.9603,0.2003,1.3509,1.0558,-0.0763,-0.3861,-0.7309,-0.1237,1.056,0.0706,1.227,0.0296,0.0899,44.99,0
39256.0,-1.0063,0.0774,1.698,-0.2949,1.1073,1.214,0.0531,0.6172,0.1074,-1.0459,-0.1,0.5645,-0.2948,-0.1925,0.073,-1.4649,1.0414,-2.3899,-1.8831,-0.1712,0.1459,0.6141,-0.0147,-0.9136,-0.2867,0.3613,0.131,0.1101,10.75,0
39259.0,0.4113,-1.4158,-0.9012,0.6556,-0.0489,0.3456,0.6273,-0.1067,0.1681,-0.2649,-1.482,-0.5947,-0.407,0.5381,1.4337,0.3453,-0.5265,-0.1322,-0.1777,0.822,0.2129,-0.4221,-0.6165,-1.286,0.442,0.4662,-0.1215,0.0727,478.21,0
39261.0,1.251,0.3737,0.4705,2.1874,0.1539,0.4954,-0.2673,0.0957,-0.3199,0.6797,-1.8965,-0.7243,0.1272,0.0342,0.8935,1.3539,-1.2549,0.5869,-0.6925,-0.0967,0.0495,0.1157,-0.2328,-1.011,0.6125,0.1838,0.0083,0.0162,10.65,0
39269.0,0.9411,-1.2699,1.5863,1.2402,-1.9584,0.516,-1.1861,0.262,0.6241,0.3715,-1.7395,0.2894,-0.3141,-1.0741,-1.7496,-2.0457,0.6313,1.0836,-0.5656,-0.3242,-0.4162,-0.5629,-0.1041,0.3714,0.3719,-0.2901,0.1005,0.0653,146.81,0
39279.0,1.1874,-0.5177,0.9853,-0.7678,-1.3946,-0.6309,-0.7965,0.1723,1.7779,-0.8638,1.1856,0.7871,-1.4183,0.2821,0.7072,-0.2624,-0.2575,0.9369,0.6924,-0.1998,0.1879,0.7201,-0.1046,0.5377,0.5235,-0.5566,0.0829,0.0221,2.0,0
39287.0,-1.3191,0.5994,2.7998,0.4786,-0.6556,0.3005,0.053,0.262,1.0715,-0.7123,-1.499,0.3333,-0.3422,-1.1022,-1.7165,-0.4163,0.0192,-0.0413,-0.3478,-0.0762,0.0673,0.6207,-0.4736,0.4441,0.7398,-0.2196,0.0983,0.16,35.98,0
39291.0,1.3482,-1.3472,0.7257,-1.2492,-1.9489,-0.7846,-1.1731,-0.1416,-1.5537,1.4008,-0.5714,-1.0839,0.2626,-0.4131,0.8871,-0.1236,0.3953,0.3644,-0.4643,-0.1827,-0.0174,0.1719,-0.0645,0.3849,0.3006,-0.1109,0.035,0.0402,90.0,0
39298.0,1.1774,-0.7203,0.3731,-0.6969,-0.9017,-0.2233,-0.5098,0.0075,-1.1922,0.7549,1.5339,0.913,0.7576,0.2199,0.4719,-1.2893,-0.0746,0.8513,-0.8528,-0.3253,-0.3627,-0.7083,0.0952,0.0421,-0.0138,0.9081,-0.0514,0.0102,74.2,0
39302.0,1.3129,-0.7919,-0.1688,-0.8633,-0.4842,-0.013,-0.552,-0.0304,-0.6452,0.5879,-1.0542,-1.1338,-0.125,-0.0843,1.0978,1.093,0.1981,-1.2778,0.4437,0.1801,0.2976,0.68,-0.2992,-0.884,0.6662,0.0455,0.0023,0.0096,79.0,0
39303.0,1.1301,0.2719,0.6158,1.1108,-0.2306,-0.163,-0.0889,0.0989,-0.2797,0.1714,1.7392,1.0904,-0.0081,0.5328,0.5302,0.084,-0.4041,-0.2085,-0.5711,-0.1663,0.0182,0.0762,0.045,0.2146,0.3755,-0.4491,0.0369,0.0153,2.0,0
39318.0,1.247,-0.6713,-0.4471,-0.5354,-0.4858,-0.465,-0.3288,-0.1674,-0.5845,0.0716,-1.0266,-0.8797,0.3314,-1.4127,0.1375,1.4128,0.9406,-0.914,1.0106,0.3515,-0.0791,-0.4436,-0.2335,-0.676,0.5741,-0.2512,0.0006,0.0473,122.1,0
39319.0,-0.1083,0.8836,0.9509,0.929,0.3569,-0.2244,0.7025,-0.066,-0.5347,-0.1409,-1.3057,-0.7641,-0.4466,0.4135,1.3889,-0.1257,-0.3298,0.4861,1.0266,0.0848,0.0618,0.1505,-0.2531,-0.4583,0.2268,-0.1675,0.0544,0.0303,29.52,0
39319.0,0.1578,-2.0221,0.5923,0.5879,-1.2649,1.0697,-0.3111,0.3934,0.8938,-0.5143,1.2532,1.1473,-0.6098,-0.0862,-0.4216,-0.3882,0.482,-0.8837,-0.1866,0.7961,0.1562,-0.3645,-0.2832,-0.2074,-0.2306,0.9038,-0.0953,0.0796,482.9,0
39323.0,1.2456,0.0132,-0.2277,1.0883,0.3668,0.5817,-0.0723,0.1744,0.6578,-0.0739,-2.095,-0.8873,-1.6803,0.3411,0.2066,-0.2294,-0.1426,-0.2993,0.1694,-0.2426,-0.2094,-0.4658,-0.221,-1.3562,0.7862,-0.2209,0.0247,-0.0005,16.9,0
39323.0,-0.2682,0.6638,-0.1429,-1.1715,2.5726,3.3545,0.1692,0.8454,-0.6424,-0.4079,-0.3168,-0.3394,-0.0661,0.3419,0.9257,0.3882,-0.8738,0.397,0.3001,0.0711,0.1015,0.1587,-0.2406,1.044,-0.0662,0.3588,0.093,0.1277,2.01,0
39324.0,1.1941,0.2207,0.1537,0.4537,-0.0001,-0.0993,-0.1274,0.1246,-0.1509,-0.1461,1.4952,0.6988,-0.2001,-0.007,0.711,0.4961,-0.0755,-0.0991,-0.1407,-0.1161,-0.2345,-0.6944,0.1108,-0.3588,0.1444,0.1284,-0.0132,0.013,1.29,0
39325.0,-2.3887,3.0684,0.1681,2.754,-1.3211,-0.4235,-0.8441,1.7347,-1.6359,0.86,-0.8992,0.5452,0.9571,1.205,1.1086,0.4173,0.5941,-0.0727,0.7358,0.252,-0.1096,-0.5442,0.228,0.3434,-0.1467,-0.0195,0.2011,0.1295,5.39,0
39325.0,-4.0135,-1.447,0.0029,-0.8262,-3.4316,-0.0635,1.1958,0.4053,-1.1322,-0.6083,-0.6321,-0.3765,0.3445,-0.0694,-0.2465,1.657,0.5919,-1.312,0.039,-0.8184,0.0893,0.5148,-0.4583,0.8442,0.4669,-0.3153,-0.5063,-0.8567,409.47,0
39328.0,-0.8912,1.1157,1.1444,-0.7682,0.4705,-0.0764,0.7128,0.0994,-0.4014,-0.5162,1.159,0.1668,-0.7964,-0.1653,0.0214,0.6865,-0.3841,0.0169,-0.8203,-0.2395,-0.0813,-0.5086,-0.029,-0.3865,-0.4971,-0.1244,-0.3275,0.1135,12.99,0
39334.0,0.1324,1.1923,0.4679,0.8173,0.6343,-1.0709,1.4589,-0.73,-0.1216,0.9199,-0.2441,0.068,0.4465,-0.0979,0.6858,-0.7644,-0.3951,-0.2555,0.3586,0.3473,0.0046,0.6817,-0.0624,0.4077,-0.6951,-0.469,0.2284,-0.1579,9.99,0
39336.0,-0.4273,0.9947,1.8514,2.4208,0.0998,0.4156,0.5154,0.2643,-0.7713,0.2619,-1.1071,-1.0708,-1.9529,0.287,-0.1272,-0.4014,0.4329,-0.6248,-0.1106,-0.1387,-0.095,-0.2313,-0.011,0.0107,-0.3919,-0.0281,0.1362,0.1377,22.89,0
39378.0,-0.9739,1.1711,0.9072,1.3507,0.2512,-0.0156,0.608,0.4319,-1.703,-0.2076,1.4818,0.867,0.3313,1.0707,0.9635,-0.9457,0.5325,0.0794,1.5108,0.2159,0.2404,0.4883,-0.2269,0.0482,0.499,-0.0016,-0.0453,-0.028,55.63,0
39388.0,-0.5932,-0.5967,1.3234,-2.7335,-2.4274,0.6479,1.0252,-0.4891,1.2201,-0.8874,-0.4566,0.756,0.6902,-1.0019,0.8771,-3.4735,0.9285,0.9351,1.1575,-0.6636,-0.4917,-0.0124,-0.0243,0.1242,-0.5434,-0.866,-0.0043,-0.1596,303.74,0
39390.0,1.2224,-0.7101,-0.0317,-0.9811,0.0579,1.2201,-0.7302,0.3817,-0.8289,0.4324,0.231,-0.4471,0.0396,0.0327,1.819,-0.0243,1.2962,-3.3096,-0.7374,-0.0108,0.1056,0.2988,0.072,-1.5049,0.1609,-0.1802,0.0643,-0.0001,35.1,0
39391.0,1.0667,0.1217,0.5087,1.4056,-0.3622,-0.4182,0.1528,-0.0718,-0.0878,0.0477,1.2417,1.5677,0.4611,0.12,-1.1318,-0.3208,-0.2286,-0.1764,0.1844,-0.0219,-0.0299,0.0135,-0.126,0.5647,0.6855,-0.379,0.0162,0.0203,52.0,0
39396.0,-0.5157,0.6764,2.1083,0.5635,-0.5318,0.0206,0.6472,-0.3421,0.2194,-0.1159,-0.556,0.6229,1.2853,-0.9147,0.1146,-0.528,-0.0628,-0.1134,0.7587,0.1154,0.1502,0.8662,-0.2578,0.5119,-0.2964,0.4761,-0.2437,-0.0851,69.99,0
39396.0,0.9667,-0.0628,1.7925,3.0848,-0.9174,0.8927,-0.7166,0.3885,0.6777,0.199,-1.0015,0.816,-0.1779,-0.9242,-2.0321,-0.6051,0.6602,-1.3164,-0.6831,-0.1807,-0.2435,-0.3002,0.0833,0.4116,0.2897,-0.0525,0.0735,0.0371,28.44,0
39399.0,1.351,-0.6546,0.1537,-0.8076,-0.9119,-0.6218,-0.604,-0.0395,-0.9068,0.8409,0.954,-0.6076,-0.8914,0.2683,0.1557,1.3953,-0.0498,-0.5587,0.883,0.0763,0.2887,0.6358,-0.1898,0.01,0.5929,-0.0807,-0.0159,0.0006,36.3,0
39411.0,1.322,-0.5752,0.3955,-0.5518,-1.1723,-1.0362,-0.4177,-0.2288,-0.8196,0.6646,-0.5088,-0.2348,0.1604,0.1264,0.9942,-1.163,-0.065,0.886,-0.768,-0.4104,-0.4687,-0.9779,0.1134,0.3963,0.0775,0.901,-0.063,0.0171,43.89,0
39412.0,-2.0318,-2.1738,1.8648,-4.2808,0.1246,1.4002,-0.1415,0.541,1.2772,-1.7193,1.1479,0.7946,-1.4098,-0.4463,-0.0213,-3.2034,0.7886,0.0395,-1.86,-0.8174,-0.4251,-0.1112,0.5844,-1.4114,0.4694,-0.9533,0.0056,-0.227,145.42,0
