customer_id,contract_type,contract_start_date,last_call_date,minutes_used_two_months_ago,minutes_used_last_month,minutes_used_current_month,helpdesk_calls_3m,avg_monthly_bill,unpaid_invoices,region_code,retention_offer_sent,region_churn_rate,contract_end_date,churn
C02719,Postpaid,2021-06-03,2023-06-12,110,111,114,1,29.96,1,4500,0,0.286,,0
C02710,Postpaid,2015-04-27,2023-05-21,102,84,5,3,29.46,0,6430,1,0.188,2023-06-04,1
C01717,Prepaid,2014-06-01,2023-06-21,48,44,47,0,,0,4390,0,0.071,,0
C00528,Postpaid,2016-07-19,2023-06-08,1021,1130,1018,2,119.51,0,1610,0,0.0,,0
C01062,Postpaid,2019-09-14,2023-06-17,87,89,97,0,31.66,0,3540,0,0.091,,0
C03974,Prepaid,2017-02-01,2023-06-16,33,31,33,1,,0,1700,1,0.342,,0
C04128,Postpaid,2022-05-27,2023-05-29,189,113,6,3,34.36,1,8360,1,0.1,2023-06-06,1
C02742,Postpaid,2019-02-05,2023-06-03,73,66,62,1,38.45,1,9160,0,0.153,2024-12-02,0
C01193,Postpaid,2022-03-03,2023-05-20,231,198,8,4,45.76,0,1010,0,0.333,2023-06-12,1
C04763,Postpaid,2017-10-15,2023-05-15,326,371,346,1,,0,2670,0,0.086,,0
C04099,Postpaid,2021-10-04,2023-05-11,12,13,13,0,32.64,1,9160,0,0.153,,0
C00582,Postpaid,2017-08-05,2023-06-09,352,395,397,0,66.65,0,2670,0,0.086,,0
C04675,Postpaid,2020-11-26,2023-06-22,624,562,587,1,69.12,0,1890,0,0.235,,0
C03516,Postpaid,2021-02-15,2023-05-29,76,84,80,0,26.06,0,6900,0,0.205,,0
C01401,Prepaid,2021-05-25,2023-06-03,55,62,58,1,,0,9770,0,0.083,,0
C00656,Postpaid,2014-09-02,2023-06-28,284,294,318,1,59.8,0,1300,1,0.26,,0
C02937,Postpaid,2016-05-04,2023-06-15,1008,878,907,0,94.24,1,3490,0,0.0,,0
C01461,Prepaid,2018-07-28,2023-05-16,105,100,103,1,,0,4120,0,0.125,,0
C03817,Postpaid,2015-03-14,2023-06-13,65,74,68,0,21.5,1,8000,0,0.211,,0
C03762,Postpaid,2020-09-17,2023-06-12,51,53,48,0,34.3,0,4600,0,0.102,,0
C03989,Prepaid,2015-10-28,2023-06-11,247,214,211,2,,0,1700,1,0.342,,0
C04765,Postpaid,2022-06-27,2023-06-17,213,208,216,0,40.72,1,4510,0,0.0,,0
C01219,Postpaid,2015-10-09,2023-06-25,510,495,513,0,65.43,0,6900,0,0.205,,0
C02483,Postpaid,2021-05-12,2023-04-15,455,321,7,6,53.84,0, 9940,1,0.214,2023-06-18,1
C01741,Prepaid,2014-03-18,2023-06-30,175,174,165,0,,0,3000,0,0.173,,0
C00675,Prepaid,2018-02-18,2023-04-10,52,49,1,4,,0,3000,1,0.173,,1
C04923,Postpaid,2016-08-15,2023-06-09,42,47,47,2,34.14,0,4560,0,0.0,,0
C02518,Prepaid,2015-02-14,2023-06-07,74,76,70,0,,0,4200,0,0.0,,0
C04485,Postpaid,2015-02-08,2023-06-04,36,34,34,0,39.19,1,6900,0,0.205,,0
C01559,Postpaid,2022-06-06,2023-06-07,65,61,64,1,35.8,0,3990,0,0.4,2024-11-22,0
C01304,Postpaid,2016-08-12,2023-05-13,371,318,316,1,42.54,0,9100,0,0.136,,0
C03599,Postpaid,08/12/2022,2023-05-07,127,121,130,1,30.67,1,LEU-3000,0,0.173,,0
C01428,Postpaid,2018-12-13,2023-06-02,33,34,35,1,39.35,0,3001,1,0.0,,0
C03013,Postpaid,2018-09-01,2023-05-03,206,207,226,1,40.5,1,3000,0,0.173,,0
C04826,Postpaid,2021-12-23,2023-06-06,568,508,500,2,69.11,0,3930,0,0.571,2025-06-10,0
C01145,Prepaid,2016-07-12,2023-06-15,142,134,125,1,,0,1300,0,0.26,,0
C02691,Postpaid,2015-05-15,2023-05-31,182,172,177,1,36.94,1,3250,0,0.062,2023-09-19,0
C01626,Postpaid,2022-07-08,2023-06-04,335,293,267,3,53.41,2,2600,0,0.231,,0
C01135,Postpaid,2018-05-20,2023-06-01,1026,1162,1074,0,,0,9160,0,0.153,,0
C00782,Postpaid,2018-05-13,2023-05-13,1422,1376,1300,0,132.57,1,1090,0,0.133,,0
C04181,Postpaid,2019-04-16,2023-05-17,111,125,119,3,39.67,0,4200,0,0.0,,0
C00328,Prepaid,2020-07-05,2023-06-14,47,52,49,0,,0,3000,0,0.173,,0
C00953,Postpaid,2014-06-15,2023-05-30,336,366,336,1,60.94,0,3000 Leuven,1,0.173,,0
C01972,Postpaid,2018-12-20,2023-06-16,267,268,250,1,49.25,0,3000 Leuven,0,0.173,,0
C00912,Postpaid,2017-03-20,2023-06-08,126,115,106,0,41.88,0,7310,1,0.111,,0
C00128,Postpaid,17/01/2018,2023-06-24,315,356,362,0,58.71,0,1300,0,0.26,,0
C00044,Prepaid,2022-06-26,2023-06-26,55,57,59,2,,0,1020,0,0.235,,0
C04597,Postpaid,2020-11-22,2023-06-14,298,323,350,1,56.66,1,2150,0,0.094,2023-10-15,0
C02193,Postpaid,2016-05-01,2023-06-20,33,33,34,0,33.27,0,9160,0,0.153,,0
C03204,Prepaid,2018-10-07,2023-06-03,26,14,0,5,,0,9770,1,0.083,,1
C03621,Prepaid,2017-01-06,2023-06-12,81,89,89,0,,0,5600,0,0.143,,0
C04918,Postpaid,2015-09-10,2023-04-19,512,497,4,0,61.68,1,6900,1,0.205,2023-06-22,1
C02722,Postpaid,2020-02-23,2023-05-23,154,135,146,0,38.62,1,1500,0,0.0,,0
C01544,Postpaid,2020-12-04,2023-06-22,153,170,179,1,39.34,0,9110,0,0.0,,0
C04231,Postpaid,2021-05-19,2023-06-07,349,358,325,1,47.29,1,3000 Leuven,0,0.173,2025-05-16,0
C04321,Prepaid,2014-09-29,2023-05-19,89,96,102,1,,0,6870,0,0.28,,0
C00471,Postpaid,2021-01-14,2023-06-12,145,135,146,1,44.02,0,3160,1,0.0,,0
C01593,Postpaid,2020-12-14,2023-06-08,1623,1712,1557,1,147.44,0,6620,0,0.118,,0
C04927,Prepaid,2021-03-11,2023-06-10,45,43,39,1,,0,3000,0,0.173,,0
C00453,Prepaid,2014-07-03,2023-06-24,62,54,55,2,,0,LEU-3000,0,0.173,,0
C03650,Prepaid,2022-10-01,2023-06-20,343,343,353,2,,0,9160,0,0.153,,0
C00854,Postpaid,2018-09-05,2023-06-07,276,269,288,1,53.13,1,5550,0,0.2,2025-04-19,0
C02168,Postpaid,2014-05-28,2023-04-17,244,228,4,1,47.91,0,6960,0,0.359,2023-06-24,1
C01885,Postpaid,2020-02-07,2023-05-17,155,175,160,1,43.71,0,1700,0,0.342,,0
C03384,Postpaid,2023-02-21,2023-06-01,64,50,3,0,28.03,1,9540,1,0.2,2023-06-06,1
C00063,Postpaid,2023-01-25,2023-05-17,181,158,146,1,39.7,0,3460,0,0.0,,0
C00058,Prepaid,2021-03-19,2023-06-12,57,61,56,1,,0,1740,0,0.161,,0
C04066,Prepaid,2016-07-12,2023-06-03,34,39,38,1,,0,6470,0,0.214,,0
C04802,Prepaid,2022-01-18,2023-05-25,65,50,1,1,,0,LEU-3000,1,0.173,,1
C00595,Postpaid,2018-11-02,2023-06-13,86,78,79,1,34.92,0,9100,0,0.136,,0
C00598,Postpaid,2016-04-14,2023-06-02,100,112,118,2,41.87,0,5080,0,0.583,2024-11-05,0
C00959,Postpaid,2019-04-16,2023-06-30,192,202,207,1,38.49,0,5700,0,0.273,,0
C00850,Prepaid,2014-11-09,2023-05-19,159,179,173,0,,0,7970,0,0.125,,0
C03206,Prepaid,2014-06-11,2023-06-25,67,66,66,0,,0,3900,0,0.143,,0
C00876,Postpaid,2020-04-22,2023-06-03,2958,2995,2748,0,247.96,0,9160,0,0.153,,0
C03070,Postpaid,2015-12-26,2023-06-02,137,133,121,1,31.54,0,1070,0,0.2,,0
C03916,Postpaid,2019-09-01,2023-05-16,142,124,130,0,27.23,0,6860,0,0.278,,0
C02053,Postpaid,2014-09-07,2023-06-24,208,189,198,1,41.85,0,9100,0,0.136,,0
C03568,Prepaid,2016-01-01,2023-04-14,19,14,1,2,,0,9100,1,0.136,,1
C03824,Postpaid,2023-02-13,2023-06-18,178,173,183,2,35.66,0,9100,0,0.136,,0
C03027,postpaid,2016-03-07,2023-06-24,191,175,159,0,39.16,0,LEU-3000,0,0.173,,0
C04566,Prepaid,2019-05-03,2023-06-26,400,380,374,0,,0,3000,0,0.173,,0
C03892,Postpaid,2020-12-06,2023-06-29,246,234,219,0,,1,1700,0,0.342,,0
C04441,Postpaid,2022-11-13,2023-06-13,380,421,462,1,53.52,0,5290,0,0.171,,0
C01522,Prepaid,2017-10-02,2023-06-16,436,442,426,1,,0,8800,0,0.231,,0
C04360,Postpaid,2019-05-30,2023-06-14,655,676,612,1,84.68,0,1090,0,0.133,,0
C00478,Postpaid,2023-01-16,2023-06-17,140,130,132,3,27.66,0,3001,0,0.0,,0
C03793,Postpaid,2021-08-27,2023-06-30,207,224,217,1,38.48,0,6960,0,0.359,2024-09-01,0
C03903,Postpaid,2015-11-10,2023-04-12,161,120,5,3,38.47,0,9100,1,0.136,2023-06-06,1
C02120,Prepaid,2017-04-26,2023-06-09,79,72,67,0,,0,3000,0,0.173,,0
C01591,Prepaid,2015-07-10,2023-06-29,84,75,75,2,,0,3000,0,0.173,,0
C04065,Postpaid,2017-01-21,2023-06-15,278,312,338,1,57.93,0,2520,0,0.286,,0
C04303,Postpaid,2017-05-09,2023-06-23,1032,1045,1147,1,104.48,0,6620,0,0.118,,0
C03973,Postpaid,2016-10-01,2023-06-02,146,130,133,0,36.29,1,2150,0,0.094,,0
C02638,Prepaid,2023-01-31,2023-06-25,396,340,331,0,,0,4750,0,0.25,,0
C04982,Postpaid,2018-12-27,2023-05-07,56,61,60,0,37.76,0,3000,0,0.173,,0
C01753,Prepaid,2020-12-12,2023-06-12,294,302,290,0,,0,2260,0,0.35,,0
C04585,Postpaid,2017-03-27,2023-06-03,293,282,277,0,56.54,0,9160,0,0.153,,0
C01545,Prepaid,2023-03-19,2023-04-17,22,11,0,1,,0,5350,1,0.214,,1
C01755,Postpaid,2018-03-18,2023-06-19,183,191,175,4,41.17,1,9860,0,0.132,,0
C02874,Postpaid,2015-01-21,2023-06-11,596,526,523,0,73.84,1,2300,0,0.067,,0
C02917,Postpaid,2017-02-03,2023-05-14,183,155,149,0,43.73,0,9160,0,0.153,,0
C03722,Prepaid,2018-07-11,2023-06-20,217,188,177,0,,0,9100,0,0.136,,0
C00612,Prepaid,2014-10-20,2023-06-24,18,18,19,2,,0,9160,0,0.153,,0
C00160,Postpaid,2015-08-09,2023-06-04,418,356,3,2,53.62,0,4800,1,0.4,2023-06-16,1
C00927,Postpaid,2015-01-11,2023-06-11,444,466,490,2,61.84,0,9160,0,0.153,,0
C03898,Postpaid,2016-09-06,2023-06-28,675,673,703,3,77.47,0,3000,0,0.173,,0
C03237,Prepaid,2014-09-22,2023-06-13,54,53,52,2,,0,9160,0,0.153,,0
C04807,Postpaid,2023-03-22,2023-05-28,142,157,157,1,34.79,0,3660,0,0.235,2024-06-09,0
C01948,Postpaid,2021-02-18,2023-05-09,68,52,1,2,35.69,3,3660,0,0.235,2023-06-28,1
C00708,Postpaid,2021-10-31,2023-05-15,254,179,1,4,44.33,0,1300,1,0.26,2023-06-26,1
C02373,Postpaid,2019-01-02,2023-04-19,107,57,3,2,36.1,3,1200,1,0.116,2023-06-27,1
C01997,Prepaid,2018-08-15,2023-06-28,299,317,333,1,,0,9160,0,0.153,,0
C01607,Postpaid,2022-03-16,2023-06-06,93,95,93,0,32.21,0,9160,0,0.153,,0
C00765,Postpaid,2015-10-09,2023-06-01,110,96,90,2,37.17,1,9160,1,0.153,,0
C02005,Prepaid,2017-07-03,2023-06-16,177,186,169,1,,0,9100,0,0.136,,0
C03247,Prepaid,2019-10-08,2023-05-30,82,79,75,0,,0,9160,0,0.153,,0
C03031,Postpaid,2015-07-10,2023-06-21,60,69,63,1,33.84,0,LEU-3000,0,0.173,,0
C01285,Prepaid,2019-03-16,2023-06-26,28,27,26,1,,0,9160,0,0.153,,0
C02415,Postpaid,2018-01-13,2023-06-23,86,93,100,1,29.81,0,3660,0,0.235,,0
C02505,Postpaid,2020-04-22,2023-05-03,154,117,6,3,36.15,1,7980,1,0.222,2023-06-05,1
C01255,Postpaid,2018-09-30,2023-06-24,117,103,104,4,37.51,0,3000,0,0.173,,0
C01554,Prepaid,2023-01-22,2023-04-12,30,25,0,0,,0,1270,1,0.167,,1
C01701,Postpaid,2015-08-01,2023-06-16,108,99,105,3,31.42,2,4600,0,0.102,2025-01-08,0
C00756,Postpaid,2016-04-20,2023-04-26,177,179,6,2,37.49,0,5290,1,0.171,2023-06-18,1
C02616,Postpaid,2019-01-04,2023-06-06,142,136,140,0,36.79,0,6470,0,0.214,,0
C00521,Postpaid,2021-08-24,2023-06-28,5104,4346,4242,0,347.52,2,7000,0,0.429,,0
C01886,Prepaid,2022-03-19,2023-06-27,59,63,67,1,,0,8360,1,0.1,,0
C03030,Prepaid,2015-06-21,2023-06-20,216,228,227,0,,0,6430,0,0.188,,0
C00143,Prepaid,2018-11-04,2023-06-21,79,85,77,1,,0,1700,0,0.342,,0
C00156,Postpaid,2022-04-08,2023-06-08,185,213,212,1,40.78,0,2240,0,0.091,,0
C01287,Postpaid,2019-06-20,2023-05-09,69,76,76,0,30.33,0,1070,0,0.2,,0
C00644,Postpaid,2015-11-30,2023-06-21,176,199,198,2,46.34,0,3310,1,0.182,,0
C02553,Postpaid,2020-08-13,2023-06-20,125,132,142,3,38.14,0,2670,0,0.086,,0
C00489,Postpaid,2018-08-03,2023-06-03,439,439,443,0,51.77,1,1740,0,0.161,,0
C02186,Prepaid,2021-07-08,2023-05-25,186,199,199,0,,0,6960,0,0.359,,0
C01994,Postpaid,2019-10-20,2023-06-21,126,117,106,2,35.02,1,4740,0,0.5,,0
C03253,Postpaid,2016-11-08,2023-06-08,1538,-104,1549,1,136.48,0,7500,0,0.079,,0
C01379,Prepaid,2018-07-25,2023-06-07,47,47,51,2,,0, 3660,0,0.235,,0
C03437,Postpaid,2014-02-06,2023-06-13,106,101,93,0,28.69,1,9160,0,0.153,2025-07-12,0
C03687,Prepaid,2016-12-10,2023-06-10,61,58,52,0,,0,5610,0,0.2,,0
C00657,PREPAID,2022-12-17,2023-05-04,60,40,1,2,,0,6900,1,0.205,,1
C01302,Postpaid,2018-04-23,2023-06-01,257,226,241,2,45.45,1,2400,0,0.3,,0
C01848,Prepaid,2019-12-22,2023-06-03,190,182,182,0,,0,1700,0,0.342,,0
C01661,Prepaid,2017-07-19,2023-06-13,49,50,49,0,,0,6900,0,0.205,,0
C02756,Postpaid,2018-09-04,2023-05-09,346,315,300,0,55.99,0,9100,0,0.136,,0
C01909,Postpaid,2016-04-06,2023-06-07,111,109,100,3,25.54,1,9100,0,0.136,,0
C00809,Postpaid,2018-07-14,2023-06-05,179,177,175,1,39.07,0,3001,0,0.0,,0
C00385,Postpaid,2016-07-26,2023-06-23,40,34,34,1,29.11,1,9160,0,0.153,2025-03-13,0
C00372,Postpaid,17/11/2022,2023-06-23,190,212,233,1,43.06,0,4600,0,0.102,,0
C00530,Prepaid,2016-09-28,2023-05-10,41,39,37,2,,0,1510,0,0.357,,0
C04073,Postpaid,2017-10-26,2023-06-17,151,141,138,0,37.38,2,9100,0,0.136,,0
C01429,Prepaid,2016-03-18,2023-06-22,82,79,83,0,,0,3800,0,0.083,,0
C02549,Postpaid,2023-02-19,2023-06-01,167,172,188,1,44.01,0,9100,0,0.136,,0
C04009,Prepaid,2018-04-10,2023-06-18,77,66,72,1,,0,9160,0,0.153,,0
C03779,Postpaid,2023-01-10,2023-06-18,62,65,60,1,31.88,0,3000,0,0.173,,0
C00393,Postpaid,2017-01-02,2023-06-07,377,404,439,2,67.87,1,5490,0,0.118,,0
C01578,Postpaid,2015-04-28,2023-06-17,877,885,964,1,108.9,0,LEU-3000,0,0.173,,0
C03674,Postpaid,2017-07-27,2023-06-23,392,356,351,0,52.92,0,3000,0,0.173,,0
C04994,Postpaid,2015-03-20,2023-06-28,207,221,240,0,49.63,0,3000 Leuven,0,0.173,,0
C00006,Postpaid,2019-06-10,2023-06-30,125,109,108,0,33.17,0,4200,0,0.0,,0
C04777,Postpaid,2022-12-10,2023-05-02,101,95,2,5,31.51,0,2150,0,0.094,2023-06-09,1
C02191,Postpaid,2018-11-01,2023-06-16,136,146,151,1,35.32,0,1670,0,0.125,,0
C03139,Postpaid,2018-02-27,2023-06-12,223,239,216,1,52.66,0,3000,0,0.173,,0
C01928,Prepaid,2023-02-14,2023-06-19,67,67,61,0,,0,3130,1,0.1,,0
C03039,Postpaid,2017-03-14,2023-06-08,114,106,96,1,33.44,0,3010,0,0.0,,0
C03164,Postpaid,2022-08-05,2023-05-28,63,58,0,0,33.75,2,5260,0,0.111,2023-06-26,1
C03180,Prepaid,2021-06-05,2023-04-04,15,10,1,0,,0,2670,1,0.086,,1
C04340,Prepaid,2022-07-24,2023-06-01,377,358,360,3,,0,9160,0,0.153,,0
C00467,Postpaid,2014-05-13,2023-06-11,192,-130,197,0,29.68,0,2600,1,0.231,,0
C01294,Postpaid,2014-11-02,2023-06-27,583,581,570,1,67.85,0,1050,0,0.278,,0
C04227,Postpaid,2019-05-25,2023-06-21,330,329,335,1,56.66,0,1560,0,0.0,,0
C02126,Prepaid,2017-11-06,2023-06-28,161,139,129,0,,0,2670,0,0.086,,0
C00996,Postpaid,2017-12-06,2023-06-25,528,550,542,0,60.6,0,2670,0,0.086,,0
C02333,Postpaid,2020-05-02,2023-06-27,126,113,108,0,49.38,0,4600,0,0.102,,0
C03514,Postpaid,2015-09-27,2023-06-03,140,130,126,2,37.1,0,6960,0,0.359,,0
C03099,Postpaid,30/06/2021,2023-06-14,57,52,57,1,26.18,1,2670,0,0.086,,0
C04755,Postpaid,2019-12-26,2023-06-14,458,401,423,1,68.02,0,8820,0,0.4,,0
C02772,Postpaid,2015-08-17,2023-06-10,131,149,144,0,35.8,0,3000,0,0.173,,0
C04986,Postpaid,2022-03-11,2023-04-07,73,62,2,2,,0,9740,1,0.174,2023-06-12,1
C04697,Postpaid,2020-06-23,2023-05-03,191,173,188,0,45.33,1,1300,0,0.26,,0
C04433,Prepaid,2021-01-12,2023-06-27,55,61,58,0,,0,1700,0,0.342,,0
C02336,Postpaid,2014-09-15,2023-06-12,223,199,186,0,38.98,0,9230,0,0.389,,0
C00371,Postpaid,2020-11-01,2023-06-20,161,182,175,0,36.79,0,1700,0,0.342,2024-09-14,0
C01128,Postpaid,2017-07-11,2023-06-10,334,328,298,0,44.18,1,9100,0,0.136,,0
C02959,Prepaid,2016-04-22,2023-04-28,33,18,0,3,,0,7000,0,0.429,,1
C00283,Prepaid,2015-11-27,2023-06-06,55,51,48,1,,0,9160,0,0.153,,0
C02538,Postpaid,2016-08-22,2023-06-17,43,42,43,1,28.38,0,5350,0,0.214,,0
C00338,Prepaid,2020-09-26,2023-06-08,21,21,22,0,,0,1200,0,0.116,,0
C01403,Postpaid,2019-01-19,2023-06-17,30,31,34,1,34.4,0,2670,0,0.086,,0
C03947,Postpaid,2017-06-04,2023-06-24,113,97,92,0,21.82,2,4600,0,0.102,,0
C01452,Prepaid,2022-02-08,2023-05-12,124,136,140,2,,0,3000,0,0.173,,0
C04505,Postpaid,2021-07-28,2023-06-16,384,403,399,0,51.5,1,3000,0,0.173,,0
C04622,Postpaid,07/09/2019,2023-06-12,177,186,186,1,42.61,1,6860,0,0.278,,0
C04287,Postpaid,2015-09-16,2023-06-26,1829,2056,2036,0,190.71,0,3290,0,0.143,,0
C01029,postpaid,2016-11-24,2023-06-26,88,93,89,1,28.27,0,1300,0,0.26,,0
C00134,Postpaid,2014-03-19,2023-06-06,50,49,47,2,27.1,1,3500,0,0.0,,0
C01134,Postpaid,2016-01-31,2023-06-11,232,254,276,1,44.23,0,1500,0,0.0,,0
C00586,Postpaid,2022-08-02,2023-04-09,204,126,3,1,36.9,0,1200,0,0.116,2023-06-22,1
C04704,Postpaid,2018-01-16,2023-05-13,25,26,27,1,33.52,0,9160,0,0.153,,0
C03511,Postpaid,2014-08-16,2023-06-28,163,176,190,1,28.93,1,9100,0,0.136,2025-03-14,0
C01921,Postpaid,2023-02-01,2023-06-27,56,57,55,0,29.98,0,8330,0,0.125,,0
C03773,Prepaid,2017-03-10,2023-06-25,44,48,48,2,,0,3660,0,0.235,,0
C01476,PREPAID,2018-11-10,2023-06-18,163,186,196,1,,0,5350,0,0.214,,0
C00112,Postpaid,2014-01-28,2023-05-10,149,138,140,0,39.76,0,9100,0,0.136,,0
C02176,Prepaid,2015-01-31,2023-06-29,44,47,44,1,,0,3000,0,0.173,,0
C00161,Postpaid,2019-03-07,2023-05-17,293,187,9,1,29.38,1,1700,1,0.342,2023-06-28,1
C02961,Postpaid,2015-02-15,2023-06-15,854,803,743,5,92.52,0,3000,0,0.173,,0
C00237,Postpaid,2016-12-10,2023-06-04,156,146,144,1,43.26,1,6960,0,0.359,,0
C00821,Postpaid,2021-06-09,2023-06-20,162,149,145,0,25.67,2,3000 Leuven,0,0.173,,0
C03835,Prepaid,2020-07-08,2023-06-01,93,91,3,1,,0,1890,0,0.235,,1
C04808,Postpaid,2020-08-30,2023-05-25,278,253,277,2,41.41,0,6870,0,0.28,2024-03-27,0
C02670,Postpaid,2019-09-08,2023-06-07,302,330,358,3,54.48,0,3740,0,0.129,,0
C04641,Postpaid,2017-04-07,2023-06-02,250,217,236,2,39.91,1,2670,0,0.086,,0
C04484,Postpaid,05/12/2020,2023-05-02,473,270,12,0,51.26,0,5600,0,0.143,2023-06-19,1
C04457,Prepaid,2019-07-14,2023-06-03,49,55,54,1,,0,4280,0,0.0,,0
C01278,Postpaid,2020-06-27,2023-06-27,130,144,154,0,41.11,0,2520,0,0.286,,0
C01973,Prepaid,2021-02-08,2023-06-15,32,37,40,1,,0,1700,0,0.342,,0
C02421,Postpaid,2014-07-16,2023-05-25,536,524,560,1,55.68,0,9100,0,0.136,,0
C01013,Prepaid,2020-10-18,2023-06-14,103,101,95,0,,0,6430,0,0.188,,0
C04737,Postpaid,2021-11-18,2023-06-29,738,789,714,1,88.32,0,2670,0,0.086,,0
C03046,Prepaid,2016-06-08,2023-06-16,965,975,954,0,,0,6380,0,0.167,,0
C03009,Postpaid,2021-10-04,2023-06-25,988,891,845,0,92.26,1,9160,0,0.153,,0
C03596,Postpaid,2017-02-25,2023-06-02,379,416,447,0,66.19,0,6900,0,0.205,,0
C00273,Postpaid,2015-08-24,2023-06-16,252,222,211,1,47.45,0,1740,0,0.161,,0
C03331,Postpaid,2017-09-29,2023-05-01,248,216,8,5,36.15,0,7180,0,0.143,2023-06-29,1
C03870,Postpaid,2017-04-20,2023-05-06,1102,791,28,1,82.8,1,2190,1,0.143,2023-06-04,1
C01156,Prepaid,2015-06-14,2023-06-20,46,47,44,0,,0,8330,0,0.125,,0
C00697,Postpaid,2017-04-05,2023-06-01,323,285,305,2,57.57,0,9100,0,0.136,,0
C02958,Postpaid,2021-06-15,2023-05-08,128,93,4,0,39.93,1,5080,1,0.583,2023-06-18,1
C00072,Postpaid,2015-03-19,2023-06-03,430,447,473,4,62.48,0,6000,0,0.182,,0
C04258,Postpaid,2019-10-05,2023-06-09,188,169,181,1,35.79,0,1700,0,0.342,2024-05-20,0
C03915,Postpaid,2015-06-24,2023-05-18,346,326,310,1,36.77,0,9100,0,0.136,,0
C03856,Postpaid,2017-03-23,2023-06-14,541,516,469,2,,1,4600,0,0.102,,0
C02165,Prepaid,2022-04-15,2023-06-27,259,222,210,2,,0,7180,0,0.143,,0
C00045,Postpaid,2023-02-08,2023-06-23,1238,1224,1277,1,128.69,0,3900,0,0.143,,0
C01348,postpaid,2014-02-23,2023-06-21,647,690,660,1,88.7,1,1270,0,0.167,,0
C00103,Postpaid,2022-11-27,2023-06-20,552,596,617,1,81.13,1,9130,0,0.0,,0
C00102,Postpaid,2022-01-26,2023-06-21,217,218,220,1,41.12,0,3000,0,0.173,,0
C03172,Prepaid,2014-06-02,2023-05-22,79,63,2,1,,0,8990,1,0.5,,1
C04263,PREPAID,2023-03-19,2023-04-20,39,30,1,2,,0,7190,0,0.429,,1
C00461,Prepaid,2021-09-24,2023-06-16,151,133,123,1,,0,1020,0,0.235,,0
C00091,Postpaid,2023-03-12,2023-05-17,64,63,2,3,35.54,1,6960,1,0.359,2023-06-14,1
C03150,Postpaid,2020-08-03,2023-04-18,131,129,5,2,37.3,1,3250,1,0.062,2023-06-01,1
C03520,Prepaid,2022-08-22,2023-06-20,114,101,91,0,,0,9160,0,0.153,,0
C03877,Prepaid,2019-12-10,2023-06-16,162,185,177,0,,0,1700,1,0.342,,0
C04673,Postpaid,2018-10-05,2023-06-26,91,80,74,1,32.01,0,5290,0,0.171,2023-10-05,0
C00557,Postpaid,2021-03-25,2023-06-27,150,128,138,1,34.92,0,9160,0,0.153,2024-10-26,0
C01629,Postpaid,2014-11-21,2023-04-08,123,69,3,3,39.22,0,9160,1,0.153,2023-06-12,1
C00643,Prepaid,2020-05-23,2023-06-14,86,93,88,0,,0,9160,0,0.153,,0
C03202,postpaid,2019-02-01,2023-06-04,269,275,259,0,60.14,1,6860,0,0.278,,0
C00113,Prepaid,2016-06-02,2023-06-04,129,138,148,1,,0,1830,0,0.6,,0
C01830,Postpaid,2019-07-04,2023-06-21,351,321,291,0,46.16,2,5350,0,0.214,2024-01-27,0
C00459,Postpaid,2022-01-01,2023-05-26,399,432,424,1,54.59,0,1300,1,0.26,,0
C02966,Prepaid,2022-07-07,2023-06-09,19,19,17,2,,0,4600,0,0.102,,0
C02949,Postpaid,2022-03-16,2023-06-22,60,66,70,0,29.34,1,4370,0,0.074,,0
C03711,Prepaid,2018-08-04,2023-06-27,66,62,56,2,,0,3740,0,0.129,,0
C01190,Postpaid,2015-08-03,2023-06-14,56,53,51,0,29.84,0,3000,0,0.173,,0
C04933,Prepaid,2022-09-16,2023-05-15,54,56,1,2,,0,6900,0,0.205,,1
C00585,Prepaid,2017-02-10,2023-06-02,105,111,109,1,,0,3980,1,0.222,,0
C01651,Prepaid,2021-08-02,2023-06-12,73,66,66,0,,0,9100,0,0.136,,0
C03390,Prepaid,2021-02-16,2023-06-28,725,745,788,0,,0,3660,0,0.235,,0
C01032,Prepaid,2020-12-26,2023-05-10,278,310,297,0,,0,4180,0,0.167,,0
C01471,postpaid,20/07/2022,2023-06-16,291,292,283,0,,0,1200,0,0.116,,0
C02451,Prepaid,2021-09-14,2023-06-14,74,85,87,1,,0,7180,0,0.143,,0
C00243,Postpaid,2020-10-20,2023-06-15,167,190,196,1,38.51,0,1300,0,0.26,,0
C02835,Postpaid,2018-09-17,2023-05-25,106,113,107,2,29.74,0,9860,0,0.132,2024-04-29,0
C00313,Postpaid,2022-11-23,2023-05-08,30,24,1,0,23.43,1,9160,1,0.153,2023-06-02,1
C01133,Postpaid,2014-06-22,2023-06-30,455,508,468,1,59.24,0,1300,0,0.26,,0
C04423,Prepaid,2017-10-31,2023-05-28,103,111,101,2,,0,7980,0,0.222,,0
C00738,Postpaid,2021-04-10,2023-06-15,38,37,38,0,28.93,1,8000,0,0.211,,0
C02620,postpaid,2022-07-08,2023-06-28,484,457,481,0,68.68,0,5870,0,0.167,,0
C02651,Postpaid,2017-12-07,2023-04-17,500,319,11,4,,0,9160,1,0.153,2023-06-18,1
C03908,Postpaid,2021-01-21,2023-06-19,659,715,663,1,95.7,1,1700,0,0.342,,0
C04081,Postpaid,2015-12-01,2023-06-07,564,589,579,1,76.89,0,8760,0,0.2,,0
