SalePrice;OverallQuality;LivingArea;GarageCars;GarageArea;YearBuilt;LotArea;Neighborhood;HouseStyle;HasPool;PoolQuality
174272;2;1653;0;22;2009;6487;B;2Story;No;nan
383840;8;2421;0;23;1962;7685;B;2Story;No;nan
208720;4;400;3;688;1952;4537;C;2Story;No;nan
488880;9;2175;1;232;2017;11287;E;1Story;Yes;Gd
246739;5;1410;2;358;1953;10185;B;1Story;No;nan
391192;9;526;3;591;1956;8300;A;1Story;No;nan
260087;4;1710;3;;1975;7272;C;1Story;No;nan
378556;10;1349;3;664;1973;7687;D;Townhouse;No;nan
241044;5;1790;2;490;1959;11222;B;1Story;No;nan
436494;9;2006;0;3;1962;9973;D;1Story;No;nan
394788;8;755;2;401;1993;11273;F;2Story;No;nan
420769;3;2007;0;26;1988;6974;A;1Story;Yes;Ex
182441;1;1503;2;;1968;9450;C;1Story;No;nan
355478;3;2176;1;204;2000;11566;A;2Story;No;nan
188831;4;1397;3;595;1968;5222;B;2Story;No;nan
355784;2;1265;3;663;2001;5033;A;2Story;No;nan
278856;1;1514;3;669;1996;;C;2Story;Yes;Gd
398937;7;1551;0;-40;1979;4295;E;1Story;No;nan
326217;8;1169;2;;;2553;C;Duplex;No;nan
283996;7;1252;1;246;1970;11524;B;1Story;No;nan
240455;5;887;2;442;1997;12047;A;1Story;No;nan
188392;1;1283;3;660;2011;4460;C;1Story;No;nan
492100;7;1838;1;258;2007;3704;A;1Story;No;nan
334867;7;1431;1;235;1967;6040;B;1Story;No;nan
541055;9;2005;3;632;2008;11758;C;2Story;No;nan
322417;3;1407;2;432;1997;6768;F;2Story;No;nan
365803;9;784;3;682;2012;8284;A;1Story;No;nan
300125;1;1799;2;359;1961;8975;D;2Story;No;nan
230013;1;1163;1;183;1983;8522;A;2Story;No;nan
183792;4;1383;1;247;2010;12482;D;1Story;No;nan
518298;9;2119;3;708;2002;5840;C;1Story;No;nan
357700;6;920;1;261;1974;7693;E;1Story;No;nan
183769;3;1582;0;;2011;8697;C;1Story;No;nan
143608;1;1480;1;225;1953;7853;C;2Story;No;nan
280644;4;1850;0;-41;1962;4343;B;1Story;No;nan
617729;9;1928;1;212;1991;3582;A;1Story;No;nan
260090;3;1632;3;580;1998;3520;C;1Story;No;nan
306464;9;1320;3;712;2005;10179;E;Duplex;No;nan
317562;7;1737;0;;1996;5539;C;1Story;No;nan
282318;4;2168;3;639;1957;9408;D;2Story;No;nan
198315;3;1486;1;262;2004;8260;B;1Story;No;nan
323847;10;1366;1;155;1967;5075;C;2Story;No;nan
359143;5;1694;3;612;1984;5150;B;Townhouse;No;nan
420822;5;1519;1;231;1981;8402;A;1Story;No;nan
245769;3;831;2;461;1973;8233;C;Duplex;No;nan
486310;9;1620;2;437;1956;9476;E;2Story;No;nan
186983;4;827;1;218;1962;6627;C;2Story;No;nan
332973;5;1687;3;711;2018;5460;D;2Story;No;nan
246513;4;1101;0;25;1991;8330;E;1Story;No;nan
314210;5;1518;3;680;1980;12260;B;1Story;No;nan
361672;7;1695;0;;1975;2370;E;Townhouse;No;nan
611908;9;2727;3;648;1981;5603;B;1Story;No;nan
405110;7;1871;1;307;2001;9771;B;Townhouse;No;nan
318494;5;2182;2;348;1969;8649;B;2Story;No;nan
634490;10;2436;3;718;1989;9815;B;1Story;No;nan
488290;10;1745;0;36;2008;6711;D;2Story;Yes;Gd
383888;7;1643;2;450;1963;3164;E;Duplex;Yes;Ex
353443;10;967;0;3;1993;13014;B;1Story;No;nan
377118;5;1442;1;214;1997;11252;A;1Story;No;nan
220831;3;1138;2;484;1992;7927;B;2Story;Yes;Ex
343926;7;1299;0;-2;1965;5475;D;Townhouse;No;nan
382840;2;2435;3;631;1984;6528;C;2Story;No;nan
314221;9;1557;1;256;2002;8687;C;1Story;No;nan
293844;10;1062;1;283;1983;7245;D;1Story;No;nan
310546;10;2187;1;143;1952;7957;C;Townhouse;No;nan
318004;1;1978;3;754;2017;12830;F;1Story;No;nan
227144;6;2004;3;;1954;;B;2Story;Yes;TA
236068;7;497;2;402;1959;4488;F;1Story;No;nan
399316;8;2474;3;;2001;8231;B;1Story;No;nan
302380;10;1221;2;440;1978;6439;A;1Story;No;nan
293730;9;1889;1;169;1980;8894;E;1Story;Yes;TA
325284;2;2762;2;394;2015;7810;D;2Story;No;nan
665563;10;2578;0;-28;2018;16903;E;1Story;No;nan
156103;2;1011;1;226;1986;9288;B;1Story;No;nan
177261;5;778;1;229;1976;7597;F;1Story;No;nan
323080;5;2215;2;490;1982;13529;A;Townhouse;No;nan
393470;6;1571;1;269;2017;8617;A;2Story;No;nan
286440;3;1250;3;701;2008;3444;B;1Story;No;nan
361496;8;1811;0;;2013;7627;E;1Story;No;nan
192265;1;1419;2;366;1993;9841;D;2Story;No;nan
373536;6;1851;2;365;1998;9454;C;Duplex;No;nan
224691;4;1533;1;261;;11016;B;1Story;No;nan
253745;1;1861;3;694;1998;;A;1Story;No;nan
381159;7;1053;1;195;2015;8249;B;2Story;No;nan
642266;9;2212;1;162;2012;3793;C;2Story;No;nan
341291;4;1849;2;398;1974;12585;D;2Story;No;nan
290454;4;1823;1;227;1953;7083;D;1Story;No;nan
301708;6;941;0;;2000;5061;F;1Story;No;nan
360646;3;2350;1;262;1960;15884;A;1Story;No;nan
280957;6;1493;1;202;1966;13040;B;1Story;No;nan
459773;7;1864;2;430;2015;6657;C;Townhouse;No;nan
605859;10;1339;1;265;;2358;D;1Story;No;nan
477216;10;1630;3;575;2022;5845;C;2Story;No;nan
262747;3;1649;2;453;2018;12737;F;2Story;No;nan
245892;7;400;1;207;1978;8530;D;1Story;No;nan
361307;3;1791;0;29;2022;3952;A;Duplex;Yes;Gd
390877;2;2483;0;21;2021;10352;A;2Story;No;nan
446607;10;1770;2;412;1969;7370;E;Townhouse;No;nan
231430;4;1021;2;420;1976;6054;D;1Story;No;nan
446176;8;1825;1;128;1957;6281;B;1Story;No;nan
621651;9;2030;3;690;2010;11919;A;1Story;No;nan
301355;7;1756;1;230;1977;9640;C;1Story;No;nan
209335;1;1463;0;56;2019;3542;D;1Story;No;nan
257791;3;1379;3;644;;9102;A;Duplex;No;nan
272139;9;1377;3;697;2018;;C;1Story;No;nan
285445;1;1849;3;617;2022;6739;B;Townhouse;No;nan
251807;9;796;1;112;1956;6897;F;1Story;No;nan
380504;8;1314;0;-4;2009;5405;B;2Story;No;nan
229019;1;2298;2;417;1953;6012;D;1Story;No;nan
448125;6;2317;1;178;1954;8869;C;1Story;No;nan
275062;5;761;2;476;1960;7167;A;Duplex;No;nan
213163;6;934;3;708;1964;9637;C;1Story;No;nan
413732;10;1365;3;664;2013;5645;A;2Story;No;nan
355659;5;1946;1;213;;10122;D;2Story;No;nan
145166;6;586;0;3;1956;11943;C;Duplex;No;nan
258726;5;1473;3;634;1955;7980;A;2Story;Yes;TA
262044;5;1263;2;463;2005;9562;B;1Story;No;nan
525950;4;2163;2;378;2013;9679;E;2Story;No;nan
227064;3;662;1;177;1999;6494;B;1Story;No;nan
281689;3;1546;2;408;1979;9690;C;1Story;No;nan
195200;4;1303;0;22;1971;1195;B;1Story;Yes;TA
376211;9;2235;3;648;1974;1000;F;1Story;No;nan
301564;2;1799;2;494;1977;7012;C;1Story;No;nan
374109;9;1207;2;472;1988;9900;D;Townhouse;No;nan
378772;1;1927;3;628;2016;;A;2Story;Yes;Gd
257827;1;1306;1;;1954;10238;A;Townhouse;No;nan
320960;5;2000;2;424;2014;4395;B;1Story;No;nan
330307;6;1381;1;;;10649;B;2Story;No;nan
435816;6;2027;1;254;2016;12886;D;1Story;No;nan
234812;3;1718;2;485;1989;5911;C;1Story;No;nan
454683;7;3130;0;8;2018;10313;C;Duplex;No;nan
418320;9;1474;1;284;1992;8068;D;Townhouse;No;nan
450470;10;1691;2;458;1950;9326;B;1Story;No;nan
315535;8;1260;1;225;1971;12880;A;Townhouse;No;nan
266824;6;1501;3;648;2011;8982;E;2Story;No;nan
166857;8;400;0;-25;1975;10293;C;Townhouse;No;nan
248322;5;1733;0;17;1967;4211;D;2Story;No;nan
324972;8;2171;3;664;1997;;B;Townhouse;No;nan
416365;10;1698;3;670;;12830;C;Duplex;No;nan
360049;4;843;1;;1950;5229;A;1Story;No;nan
440269;10;1099;3;670;1958;7031;E;1Story;No;nan
313332;8;400;0;81;1972;10058;C;1Story;No;nan
511905;10;1989;3;639;1994;9343;A;2Story;No;nan
165830;2;997;2;;1951;3921;E;Duplex;No;nan
323073;5;1486;2;431;1963;8495;C;2Story;No;nan
373070;9;1423;1;122;1987;7002;E;2Story;No;nan
293296;4;2244;0;-8;1989;;A;1Story;No;nan
278815;6;1543;2;;2012;12070;A;1Story;No;nan
314869;1;1904;3;657;1965;8016;B;1Story;No;nan
432840;9;1773;2;439;1955;10949;B;2Story;No;nan
362895;1;2180;2;455;1952;4480;E;1Story;No;nan
306755;5;1380;1;;1963;9767;D;1Story;No;nan
390680;4;2435;3;644;2015;11185;D;1Story;No;nan
235403;3;507;3;688;;7274;E;1Story;No;nan
525068;6;1929;3;628;1980;6508;B;1Story;No;nan
149136;2;1067;1;;1982;4087;F;1Story;No;nan
187046;3;1254;3;666;1950;5396;F;Townhouse;No;nan
325645;5;1785;3;703;1993;6642;C;1Story;No;nan
487487;9;1781;2;468;1964;;A;Duplex;No;nan
211477;2;1803;2;447;1986;5696;D;1Story;No;nan
319588;10;807;3;710;1976;8474;B;Duplex;No;nan
440568;8;2225;0;43;1997;8833;E;2Story;No;nan
155111;2;1050;0;-13;1976;11273;B;Duplex;No;nan
363096;5;1116;3;670;1961;5715;C;Duplex;No;nan
364907;7;1819;0;12;2016;8070;C;2Story;No;nan
351299;8;1357;1;217;1979;6747;A;Townhouse;No;nan
284022;1;1654;2;485;2015;6535;C;2Story;No;nan
254254;6;422;1;214;1956;7052;A;2Story;No;nan
268541;1;1642;2;420;1983;7411;C;1Story;No;nan
394714;2;1609;0;-104;1981;;E;Townhouse;No;nan
245471;1;1245;0;-32;1988;7009;B;Duplex;No;nan
231310;5;463;3;607;1992;11682;E;1Story;No;nan
344789;10;1394;0;-2;1992;2887;B;2Story;No;nan
376053;9;1481;0;-50;1952;11162;D;Duplex;No;nan
260021;6;1316;3;684;1995;6894;F;2Story;No;nan
283592;1;582;3;704;1981;7434;B;Townhouse;No;nan
380763;1;2297;2;439;1992;7971;F;1Story;No;nan
139355;2;1181;0;-39;1952;10117;C;1Story;No;nan
505268;9;1389;2;451;2012;5359;B;2Story;No;nan
134007;3;400;2;516;1989;6029;E;1Story;Yes;Ex
277588;1;2297;1;283;1967;9502;A;1Story;No;nan
327226;5;1267;0;;2016;2905;A;2Story;No;nan
246207;7;1549;0;-58;2011;7898;C;1Story;No;nan
520071;6;2060;1;152;1959;5607;E;1Story;No;nan
231738;1;1162;2;395;2001;4975;E;1Story;No;nan
288837;5;1982;0;10;2022;3085;A;2Story;No;nan
306923;5;469;2;418;1995;10317;F;1Story;No;nan
226831;6;1775;1;186;2004;;D;1Story;No;nan
253147;3;2286;3;702;1995;;F;2Story;No;nan
204946;5;1210;2;461;2009;7506;B;1Story;No;nan
225741;7;2059;0;-68;1975;4721;D;Townhouse;Yes;TA
359949;5;2417;3;699;1976;6391;E;1Story;No;nan
298271;5;1373;2;;;7405;C;Duplex;No;nan
290882;5;1331;2;;1971;8192;F;1Story;No;nan
361700;10;1051;3;637;1975;9176;B;Duplex;No;nan
431227;10;1245;3;653;2018;2582;B;1Story;No;nan
164015;3;1092;3;581;1984;9186;F;1Story;No;nan
131761;1;1050;0;35;2015;2824;F;Duplex;No;nan
219646;5;2099;0;-40;2022;9295;B;1Story;No;nan
386531;9;1105;2;;2000;7360;A;2Story;No;nan
213777;1;1629;2;405;1967;11274;E;1Story;No;nan
243576;3;1519;1;292;;5977;F;2Story;No;nan
354229;4;2249;0;-27;1961;10343;D;Townhouse;No;nan
163514;1;1248;2;478;1952;4498;D;Townhouse;No;nan
222987;1;1691;3;659;1956;8318;E;1Story;No;nan
417225;8;1896;3;627;1955;1886;B;1Story;No;nan
360724;2;2245;0;-40;1994;10649;F;Townhouse;Yes;Gd
358223;8;1241;3;635;1988;13181;C;Duplex;Yes;Gd
385561;7;1191;1;217;2000;5905;D;1Story;No;nan
282595;10;969;2;464;1958;8368;C;2Story;No;nan
345827;10;2618;2;421;1972;9332;C;1Story;No;nan
290094;2;2192;2;420;1961;3349;D;Townhouse;No;nan
237344;6;1479;0;-35;2011;5753;F;1Story;No;nan
301860;6;2466;3;612;2022;5567;D;2Story;No;nan
300836;3;1449;1;169;1989;15221;E;2Story;No;nan
287063;2;1862;0;40;2003;11137;A;Townhouse;Yes;Ex
371071;1;1505;2;419;1956;7349;E;Duplex;No;nan
366855;6;1699;1;202;1966;10337;B;1Story;No;nan
302811;5;1646;2;;1999;8634;A;2Story;No;nan
296921;9;1288;2;427;1973;9779;A;Townhouse;No;nan
231106;1;2046;0;15;1951;4839;D;2Story;No;nan
476787;7;1858;2;421;1982;12120;F;2Story;No;nan
265537;5;2014;1;;1970;5697;D;2Story;No;nan
332753;5;1660;2;497;2002;5852;B;1Story;No;nan
191007;2;1047;3;627;1995;9771;B;2Story;No;nan
325622;3;2355;2;422;1994;9037;C;1Story;No;nan
405506;7;1369;0;26;1958;8069;A;1Story;No;nan
351100;6;1682;1;280;1955;10519;C;Duplex;No;nan
210753;2;1818;0;-50;2000;4517;D;1Story;No;nan
280722;6;1679;3;592;1984;13533;F;1Story;No;nan
181326;2;1958;2;;2002;6498;C;1Story;No;nan
285510;2;2037;0;-4;1968;7735;B;1Story;No;nan
163088;2;1388;0;28;2018;13579;E;Duplex;No;nan
274519;3;2313;0;22;1974;5872;D;2Story;No;nan
259789;2;1367;0;-1;1960;11069;E;1Story;No;nan
336526;4;1668;3;702;1966;7357;B;1Story;No;nan
375230;9;1306;3;633;1985;5474;C;1Story;No;nan
254919;6;1163;2;448;1970;6849;F;1Story;No;nan
325424;1;2022;2;391;1967;9699;B;2Story;No;nan
403383;8;3061;1;218;2009;11043;D;1Story;No;nan
391901;7;1319;3;602;1967;8677;B;2Story;No;nan
456585;10;2108;0;-45;1950;3206;C;1Story;No;nan
230516;3;1337;0;;1963;9907;E;1Story;No;nan
284058;1;1495;1;147;1957;7574;C;1Story;No;nan
277108;5;2379;0;-9;2015;4693;E;1Story;No;nan
143597;4;963;1;253;2000;9039;C;Duplex;No;nan
338817;10;831;2;;2009;11402;F;1Story;No;nan
330989;8;1456;3;667;1983;8020;C;1Story;No;nan
171229;1;1832;1;229;1985;10770;A;Townhouse;No;nan
438997;10;1732;0;2;2011;9387;C;2Story;No;nan
229392;1;1680;1;262;1950;9426;D;1Story;No;nan
434400;4;1517;2;457;1991;7084;E;Townhouse;Yes;Gd
315104;8;1893;0;-23;1950;10456;C;1Story;No;nan
169173;5;400;2;485;2003;10743;C;2Story;No;nan
169239;2;1125;2;422;1996;10378;E;1Story;No;nan
229671;6;1453;1;156;1988;7059;E;2Story;No;nan
428546;5;1852;2;376;1979;10955;D;2Story;No;nan
355563;2;2245;0;-8;;9159;E;1Story;No;nan
273648;3;1057;2;;1971;5083;C;2Story;No;nan
564626;9;2229;2;478;1999;6856;A;2Story;No;nan
241824;7;1274;1;246;1994;6409;A;2Story;No;nan
337395;7;1435;2;443;2021;2036;F;Duplex;No;nan
469647;6;1791;3;700;1959;11010;A;2Story;No;nan
247049;8;1398;1;221;1963;17304;C;1Story;No;nan
322277;4;2055;1;168;1995;;F;2Story;No;nan
355637;8;1298;0;-60;1955;8489;B;2Story;No;nan
323235;4;1305;0;51;1970;6453;E;1Story;No;nan
507087;8;2026;0;-90;2011;5225;E;2Story;No;nan
310205;9;1118;0;-8;1968;8452;F;2Story;No;nan
275534;3;1624;3;779;2011;10905;B;Townhouse;No;nan
237397;3;670;1;238;2002;5976;B;2Story;No;nan
320812;2;2410;2;432;1973;15693;F;1Story;No;nan
297491;10;2103;0;-67;2005;3848;B;2Story;No;nan
385947;3;2875;0;65;2011;8673;C;Duplex;No;nan
190646;3;2169;0;49;1983;8211;D;Duplex;No;nan
169529;5;935;2;467;1971;8020;B;Duplex;No;nan
290540;5;1834;0;0;;;F;Duplex;No;nan
218111;2;1041;2;463;2006;8247;D;1Story;No;nan
346232;10;2289;1;214;1959;6651;A;2Story;No;nan
426190;6;949;1;181;2015;11864;A;2Story;No;nan
346155;5;925;1;258;1957;12862;B;1Story;No;nan
342279;6;695;3;658;1987;6834;B;1Story;No;nan
231338;1;1256;2;461;2011;3065;D;Duplex;No;nan
265079;5;1155;0;-5;1977;8953;A;2Story;No;nan
272658;9;869;0;;1959;8845;C;Townhouse;No;nan
466779;10;2495;0;-1;1994;8316;F;Townhouse;No;nan
175019;2;1765;0;-4;2014;9599;C;1Story;No;nan
237627;1;1706;3;661;2016;12145;B;Townhouse;No;nan
370887;10;2295;0;118;1958;10499;F;1Story;No;nan
393304;9;1628;3;692;1954;9594;B;2Story;No;nan
425671;10;1126;2;543;1959;10262;F;1Story;No;nan
241934;9;650;1;220;1961;8754;D;1Story;No;nan
357278;9;1097;0;-12;2007;5164;D;Townhouse;No;nan
360552;6;2253;1;177;1970;12351;E;1Story;No;nan
449927;8;872;2;504;1970;8308;C;2Story;No;nan
277220;1;1677;2;404;2014;5162;E;1Story;No;nan
619812;10;2017;0;72;1952;4616;E;1Story;Yes;TA
400495;4;1643;2;399;2018;5247;C;1Story;No;nan
253664;1;1699;1;255;2013;4302;C;2Story;No;nan
263491;8;1828;0;;1998;10007;E;1Story;No;nan
251171;1;1690;3;642;2021;7475;C;1Story;No;nan
380426;3;2305;0;1;1966;10328;E;2Story;No;nan
284119;4;980;1;196;2022;11508;D;1Story;No;nan
260470;8;1620;0;-7;1981;10732;C;1Story;No;nan
201859;6;591;0;-7;2019;9902;A;Townhouse;No;nan
301144;10;463;1;252;1970;8863;B;1Story;No;nan
294605;7;1459;0;-83;1956;7429;C;1Story;No;nan
363381;8;1772;0;-23;1956;7629;C;2Story;No;nan
414438;2;2315;1;270;1976;9753;D;2Story;No;nan
460289;10;2710;2;462;1957;5116;D;2Story;No;nan
419850;8;2160;1;271;2022;7838;D;Townhouse;No;nan
202558;3;1864;0;30;1977;5771;E;1Story;No;nan
363435;7;1580;3;617;2015;11519;B;Townhouse;No;nan
302939;3;734;3;;2020;10151;D;Townhouse;No;nan
374716;7;1427;1;224;1996;14412;A;Duplex;No;nan
255769;2;2145;3;751;1959;5727;C;1Story;No;nan
498463;10;1949;0;32;1982;6049;B;Duplex;No;nan
307903;6;857;0;21;1956;8173;C;1Story;No;nan
313304;3;1807;1;247;1952;5824;C;2Story;No;nan
358587;3;1764;0;19;1963;9613;A;1Story;Yes;Gd
467684;9;1675;2;458;1993;7847;C;Duplex;No;nan
325815;7;1486;0;;1995;6534;F;2Story;No;nan
362801;5;1833;1;;2010;11263;B;1Story;No;nan
317502;10;1849;2;;1985;2451;D;Duplex;No;nan
273345;7;1179;2;482;1962;9626;C;2Story;No;nan
422640;9;1728;3;698;1965;6347;B;2Story;No;nan
142504;1;1405;0;60;1954;10450;A;1Story;No;nan
326520;7;756;1;265;1987;11169;B;Duplex;No;nan
286640;6;1219;3;685;1999;1171;E;2Story;No;nan
361334;10;718;3;614;1987;7365;B;1Story;No;nan
487124;9;1990;0;-46;2005;8175;A;2Story;No;nan
171847;1;1678;0;-10;2012;1000;B;2Story;No;nan
289604;4;1322;1;222;1997;8683;C;2Story;No;nan
289609;9;2210;3;716;2008;;D;1Story;No;nan
325498;4;1534;1;109;1993;4383;C;1Story;No;nan
442909;10;784;3;619;2004;6049;C;2Story;No;nan
311844;3;1280;3;652;2004;5530;C;Townhouse;Yes;TA
522593;9;2316;3;620;1950;6287;A;2Story;No;nan
160339;2;1165;0;-32;1957;8555;C;1Story;No;nan
258439;4;1638;3;640;1953;10944;C;1Story;No;nan
314262;6;1872;3;622;2002;7766;C;2Story;No;nan
280752;2;1795;3;629;2007;11308;D;Duplex;No;nan
646879;8;2725;2;495;1986;4862;D;1Story;No;nan
319804;8;912;0;25;1998;8459;B;2Story;No;nan
164803;1;962;2;471;2016;14320;B;1Story;No;nan
215546;3;920;0;-1;1968;3228;C;1Story;No;nan
486245;10;1352;1;260;1950;3114;D;1Story;No;nan
530733;9;2050;2;474;1978;11840;A;Duplex;No;nan
228996;5;984;1;244;1982;8662;F;Townhouse;No;nan
353494;6;2057;3;634;2001;6195;C;1Story;No;nan
184027;4;1518;1;202;1990;4611;B;2Story;No;nan
319745;10;946;1;262;1972;7892;D;1Story;No;nan
158569;2;624;1;199;1954;8401;A;2Story;No;nan
288043;8;736;1;168;2020;8416;C;2Story;No;nan
268130;6;1167;0;-21;2006;4582;C;1Story;No;nan
405007;5;1415;2;502;1955;6989;B;1Story;No;nan
392419;9;2173;0;-21;1998;6296;E;Duplex;No;nan
254009;1;1900;0;13;1971;9939;E;2Story;No;nan
266405;5;1081;0;-25;1953;4759;B;1Story;No;nan
306347;6;1704;1;251;2021;8228;C;2Story;No;nan
525829;5;2326;0;;2013;15903;A;Duplex;No;nan
469812;6;2437;2;380;1986;4554;E;2Story;No;nan
361039;6;1343;0;11;1980;5758;B;1Story;No;nan
541362;7;1979;3;593;;7718;C;2Story;No;nan
361048;4;2195;1;198;1994;1000;B;2Story;No;nan
308086;8;746;3;660;1957;3720;B;2Story;No;nan
357844;7;1244;2;514;1989;8932;D;Townhouse;No;nan
357493;9;2610;2;453;1954;7473;D;1Story;No;nan
335627;7;1349;2;409;1977;11164;C;2Story;Yes;Ex
125167;3;400;2;427;1958;7286;D;1Story;No;nan
187274;3;1440;0;37;1951;7022;C;1Story;No;nan
321467;8;2062;1;;2012;5891;A;2Story;No;nan
233836;5;1503;2;484;2000;6971;A;Townhouse;No;nan
272013;4;1858;3;639;1980;4365;C;1Story;No;nan
234696;8;1969;2;403;1956;7558;D;Townhouse;No;nan
291848;6;1323;1;;1979;5086;F;1Story;No;nan
275455;2;1240;3;595;2007;4368;A;1Story;No;nan
300695;4;1577;3;573;1952;6082;C;1Story;No;nan
263680;4;1589;3;657;2000;9353;B;2Story;No;nan
348846;6;1527;0;-3;2005;8427;E;2Story;No;nan
255594;6;1548;2;450;2022;10003;E;1Story;No;nan
170070;1;1126;0;-3;1959;5230;B;1Story;No;nan
262716;8;1875;3;753;2010;7960;D;2Story;No;nan
343723;6;1800;0;7;1999;13105;D;2Story;No;nan
195433;3;832;0;-55;1996;12193;B;1Story;No;nan
400167;9;1305;0;-45;1950;4176;C;Duplex;No;nan
267007;2;1547;2;440;2006;4975;D;2Story;No;nan
455444;8;1233;3;643;1987;13092;A;1Story;No;nan
276872;10;1819;3;611;2011;9355;C;1Story;No;nan
364003;3;1467;2;438;2019;7428;B;2Story;No;nan
274524;5;1585;0;-2;2014;7093;C;1Story;No;nan
386028;6;1300;0;64;2011;8682;E;2Story;No;nan
471319;10;503;1;;2005;8720;C;1Story;No;nan
356509;6;475;1;203;2016;6401;A;2Story;No;nan
279243;4;1795;1;284;1966;7510;A;1Story;No;nan
183036;3;1633;2;453;1957;6295;D;Townhouse;No;nan
307722;4;1719;3;623;2009;8506;B;Townhouse;No;nan
231133;1;1567;1;191;1989;5787;C;Townhouse;No;nan
232949;4;1607;3;611;2011;4197;B;1Story;No;nan
222882;1;1985;3;663;1990;12426;E;Duplex;No;nan
320751;1;1722;3;701;1961;7791;E;2Story;No;nan
406482;10;2020;2;505;2003;13091;E;2Story;No;nan
401309;6;1586;2;;1960;2203;B;1Story;No;nan
305064;5;1350;2;475;2009;3652;D;2Story;No;nan
305666;4;1597;2;447;2017;9400;B;Townhouse;No;nan
320506;3;1082;1;210;1995;7794;E;1Story;No;nan
339376;1;1310;0;-17;1987;4527;A;1Story;No;nan
352190;6;1589;0;-77;2010;11409;E;1Story;No;nan
247914;2;1582;0;26;1966;5390;C;1Story;No;nan
400208;8;1447;1;167;2015;11596;E;2Story;No;nan
303345;10;806;0;-30;2021;7789;D;Duplex;No;nan
310780;5;1818;1;;1985;4790;C;1Story;No;nan
371651;7;1917;1;147;1956;5994;F;2Story;No;nan
527564;10;2322;1;167;1965;12116;B;1Story;No;nan
254238;2;1721;0;49;1963;7107;F;1Story;No;nan
366014;8;1501;3;665;1974;10917;E;2Story;No;nan
197698;2;993;0;-26;1953;12201;F;1Story;No;nan
326530;4;2246;0;5;1978;7759;A;2Story;No;nan
281345;1;1624;2;467;2005;7330;B;1Story;No;nan
268410;5;1597;1;265;1955;6785;D;2Story;No;nan
257701;9;1373;3;616;1950;9056;F;1Story;No;nan
323071;1;1341;2;399;1988;12518;A;Townhouse;No;nan
455921;9;1844;3;684;1950;4319;A;Duplex;No;nan
294210;8;989;3;686;2012;8657;B;1Story;No;nan
411555;6;2313;1;166;2006;8528;E;1Story;No;nan
308284;7;2204;0;-39;2016;2587;E;1Story;No;nan
228606;3;1323;1;212;2014;5338;B;2Story;No;nan
206848;1;1068;1;221;2014;5952;A;1Story;No;nan
220466;5;492;2;;1970;10292;C;2Story;No;nan
251284;2;874;1;166;1979;10817;B;1Story;No;nan
320393;5;1865;0;2;1982;2374;D;1Story;No;nan
405494;8;1658;3;631;1997;9918;C;1Story;No;nan
368521;9;1747;1;173;1971;9530;D;1Story;No;nan
214540;2;577;3;660;2003;;E;2Story;No;nan
222819;3;1302;1;215;1953;8458;C;1Story;No;nan
309476;3;2184;3;692;2004;10851;B;Duplex;No;nan
293065;1;1452;1;186;1993;11515;E;2Story;No;nan
239313;8;864;2;449;1961;3098;B;1Story;No;nan
453177;6;1444;3;597;2001;7854;E;1Story;No;nan
214861;8;1114;1;209;2014;7237;A;1Story;No;nan
443938;9;1667;1;239;2014;6282;E;2Story;No;nan
418854;5;1510;2;462;1959;6636;A;1Story;No;nan
422132;3;1772;2;462;1967;8560;A;1Story;No;nan
263999;5;891;2;472;1996;4110;C;1Story;No;nan
231784;5;1276;3;642;2015;10012;F;1Story;No;nan
401326;5;2045;3;680;1998;6893;F;Townhouse;No;nan
330252;3;823;2;515;2021;10624;B;Duplex;No;nan
523381;10;998;0;-19;1971;6140;A;1Story;Yes;TA
217907;4;1600;0;55;1975;5978;C;2Story;No;nan
401096;9;1643;1;;1958;5164;B;Townhouse;Yes;Ex
343948;10;1256;0;;1970;6157;E;1Story;No;nan
257936;9;1361;1;213;2012;5596;C;2Story;No;nan
322313;2;1767;3;665;1955;9304;E;1Story;No;nan
326097;8;1925;3;693;1963;11141;D;2Story;No;nan
434095;8;965;0;16;1982;9164;C;2Story;No;nan
497518;7;1682;3;641;2020;7768;E;Townhouse;No;nan
372789;8;2256;2;357;1973;9461;B;1Story;No;nan
246546;3;1442;2;467;2022;7891;B;2Story;No;nan
302733;6;960;0;-77;2000;8086;E;1Story;No;nan
233393;1;937;0;-55;1951;7080;B;1Story;No;nan
324285;7;1420;1;204;1964;10510;A;Townhouse;No;nan
322576;1;2018;3;;1984;1000;F;2Story;No;nan
506453;9;1480;1;233;1985;1601;D;1Story;Yes;Ex
189805;1;1595;1;208;1988;11082;C;2Story;No;nan
103693;1;1002;2;471;1953;7410;D;1Story;No;nan
483413;7;1992;2;376;2013;10752;B;1Story;No;nan
181027;2;927;2;414;1955;;F;2Story;Yes;Ex
304609;5;1248;2;440;2006;13023;A;2Story;No;nan
471012;8;1815;1;222;1979;7590;D;1Story;No;nan
410554;8;480;2;468;2016;9348;E;2Story;No;nan
292498;3;1587;3;623;1964;6659;C;1Story;No;nan
205790;7;980;2;421;1966;5309;E;1Story;No;nan
274871;3;1508;2;;1967;2777;F;1Story;No;nan
313001;6;1324;2;352;1968;10357;D;Townhouse;No;nan
706520;6;2553;0;;2018;9186;B;Duplex;No;nan
243265;3;1303;3;691;1973;8281;C;1Story;No;nan
